"","lowgel.baseline-Placebo.baseline","Placebo.baseline-Placebo.postgel"
"10597",0,0
"10598",0,0
"10599",0,0
"10601",0,0
"10602",-1,0
"10605",-1,0
"10607",0,0
"10608",0,1
"10611",0,0
"10613",0,0
"10614",0,0
"10617",0,1
"10618",0,0
"10619",0,0
"10622",0,0
"10624",0,0
"10626",-1,0
"10627",0,0
"10628",0,0
"10630",0,-1
"10631",0,-1
"10632",0,0
"10635",0,0
"10637",0,0
"10640",0,0
"10645",0,0
"10646",0,0
"10648",0,-1
"10649",0,0
"10651",0,0
"10652",0,0
"10654",0,0
"10662",1,0
"10664",0,0
"10666",0,0
"10670",0,0
"10671",0,0
"10673",0,0
"10674",0,0
"10675",0,0
"10683",0,0
"10686",0,0
"10688",0,0
"10690",0,0
"10691",0,-1
"10693",0,0
"10695",0,0
"10696",0,1
"10698",0,0
"10700",0,0
"10701",0,1
"10702",0,1
"10704",0,0
"10706",0,0
"10709",0,0
"10718",0,0
"10719",0,0
"10722",0,0
"10726",0,0
"10727",0,0
"10729",0,-1
"10730",0,0
"10732",0,0
"10733",0,0
"10736",0,0
"10737",0,0
"10738",0,0
"10739",0,0
"10740",0,0
"10743",0,1
"10744",0,0
"10748",0,0
"10749",0,0
"10750",0,0
"10752",0,0
"10754",0,0
"10757",0,-1
"10763",0,0
"10767",0,0
"10769",0,1
"10771",0,0
"10772",0,0
"10773",1,0
"10774",0,0
"10776",0,0
"10777",0,0
"10778",0,0
"10779",0,0
"10780",0,-1
"10782",0,0
"10788",0,0
"10794",0,1
"10804",0,0
"10805",0,0
"10808",0,0
"10809",0,0
"10811",0,0
"10814",0,0
"10816",0,1
"10817",0,0
"10820",0,0
"10823",0,0
"10826",0,0
"10829",0,0
"10832",0,0
"10835",0,0
"10838",0,0
"10839",0,0
"10840",0,0
"10843",0,0
"10846",0,0
"10848",0,0
"10852",0,0
"10854",0,0
"10857",0,0
"10862",0,0
"10865",0,0
"10866",0,0
"10878",0,0
"10879",0,0
"10880",0,0
"10881",0,0
"10882",0,0
"10885",0,0
"10886",0,0
"10888",0,0
"10890",0,0
"10891",0,0
"10892",0,0
"10893",0,0
"10894",0,0
"10897",0,0
"10898",0,0
"10902",0,0
"10924",0,0
"10929",0,0
"10930",0,0
"10931",0,0
"10932",0,0
"10933",0,0
"10934",-1,0
"10935",0,1
"10937",0,0
"10940",0,0
"10942",0,0
"10943",0,0
"10944",0,0
"10946",0,0
"10947",0,0
"10948",0,0
"10949",0,0
"10951",0,0
"10953",0,0
"10954",0,0
"10956",0,0
"10957",0,0
"10958",0,-1
"10959",0,-1
"10960",0,0
"10961",0,0
"10962",0,-1
"10965",0,0
"10966",0,0
"10967",0,0
"10968",0,0
"10971",0,0
"10973",0,0
"10974",0,1
"10975",0,0
"10976",0,0
"10977",0,0
"10978",0,0
"10979",0,0
"10980",0,0
"10982",0,0
"10985",0,0
"10988",0,0
"10990",0,0
"10991",0,0
"10993",0,0
"10995",0,0
"10996",0,0
"10998",0,0
"10999",0,0
"11000",0,0
"11001",0,0
"11002",0,0
"11004",0,0
"11006",0,0
"11007",0,0
"11008",0,0
"11009",0,0
"11011",0,0
"11012",0,0
"11013",0,0
"11014",0,0
"11016",0,0
"11017",0,0
"11018",0,0
"11019",0,0
"11022",0,0
"11023",0,0
"11024",0,0
"11025",0,0
"11026",0,0
"11027",0,0
"11028",0,0
"11030",0,0
"11031",0,0
"11032",0,0
"11035",0,-1
"11037",0,-1
"11038",0,0
"11039",0,0
"11040",0,0
"11041",0,0
"11042",0,0
"11043",0,0
"11044",0,0
"11045",0,0
"11046",0,-1
"11047",0,0
"11053",0,0
"11058",0,0
"11060",0,0
"11061",0,0
"11062",0,0
"11063",0,0
"11064",0,0
"11066",0,0
"11068",0,0
"11069",0,0
"11070",0,0
"11071",0,0
"11072",0,0
"11073",0,0
"11074",0,0
"11076",0,0
"11077",0,0
"11079",0,0
"11080",0,0
"11081",0,0
"11082",0,0
"11083",0,0
"11084",0,0
"11085",0,0
"11086",0,0
"11087",0,0
"11088",0,0
"11089",0,-1
"11090",0,0
"11091",0,0
"11092",0,0
"11093",0,0
"11095",0,0
"11097",0,0
"11099",0,0
"11100",0,0
"11101",0,0
"11102",0,0
"11103",0,0
"11104",0,0
"11115",0,0
"11118",0,0
"11119",0,0
"11120",0,1
"11122",0,0
"11123",0,0
"11128",0,-1
"11134",0,0
"11136",0,0
"11137",0,0
"11138",0,0
"11140",0,0
"11142",0,0
"11143",0,0
"11144",0,0
"11146",0,0
"11150",0,0
"11151",0,1
"11153",0,1
"11155",0,0
"11156",0,-1
"11157",-1,1
"11159",0,0
"11165",0,0
"11166",0,0
"11168",0,0
"11169",0,0
"11170",0,0
"11171",0,0
"11174",0,0
"11175",0,0
"11178",0,0
"11182",0,0
"11183",0,0
"11192",0,-1
"11194",0,-1
"11208",0,0
"11209",0,0
"11210",0,0
"11213",0,0
"11216",0,0
"11222",0,0
"11224",0,0
"11225",0,-1
"11227",0,0
"11228",0,0
"11229",0,1
"11230",0,0
"11232",0,0
"11233",0,0
"11235",0,0
"11236",0,0
"11237",0,1
"11238",0,0
"11239",0,0
"11240",0,0
"11241",0,0
"11242",0,0
"11245",0,0
"11248",0,0
"11250",0,0
"11251",0,0
"11252",0,0
"11253",0,0
"11257",0,0
"11258",0,0
"11259",0,0
"11260",0,0
"11261",0,0
"11262",0,0
"11263",0,0
"11264",0,0
"11265",0,0
"11266",0,0
"11267",0,0
"11268",0,0
"11274",0,0
"11276",0,0
"11277",0,0
"11278",0,-1
"11280",0,0
"11281",0,0
"11283",0,0
"11284",0,0
"11285",0,0
"11288",0,0
"11289",0,0
"11290",0,0
"11291",0,0
"11292",0,0
"11293",-1,1
"11295",0,0
"11296",0,0
"11297",0,1
"11298",0,-1
"11299",0,0
"11300",0,0
"11301",0,0
"11302",0,0
"11304",0,0
"11306",0,0
"11308",0,0
"11310",0,0
"11314",0,-1
"11316",0,-1
"11317",0,0
"11318",0,-1
"11319",0,0
"11320",0,0
"11321",0,0
"11322",0,0
"11324",0,0
"11325",0,0
"11326",0,0
"11327",0,0
"11328",0,0
"11329",0,0
"11330",0,0
"11331",0,1
"11332",0,1
"11333",0,1
"11339",0,0
"11341",0,0
"11346",0,0
"11358",0,0
"11366",0,0
"11367",0,0
"11368",0,0
"11369",0,0
"11371",0,0
"11373",0,0
"11375",0,0
"11377",0,1
"11378",0,0
"11380",0,0
"11385",0,0
"11388",0,0
"11394",0,0
"11399",0,0
"11402",0,0
"11406",0,0
"11409",0,1
"11411",0,0
"11413",1,0
"11416",0,0
"11417",0,-1
"11418",0,0
"11419",0,0
"11428",0,0
"11429",0,0
"11430",0,0
"11432",0,0
"11452",0,0
"11455",0,1
"11457",0,0
"11458",0,0
"11462",0,0
"11470",0,0
"11478",0,0
"11479",0,0
"11480",0,0
"11482",0,0
"11483",0,0
"11484",0,0
"11485",0,-1
"11486",0,0
"11487",0,-1
"11491",0,0
"11495",0,1
"11506",0,0
"11507",0,0
"11508",0,0
"11513",0,0
"11515",0,0
"11516",0,0
"11517",0,0
"11518",0,0
"11520",0,-1
"11522",0,0
"11526",0,0
"11527",0,0
"11528",0,0
"11529",0,1
"11530",0,0
"11531",0,0
"11534",-1,0
"11535",0,-1
"11537",0,0
"11538",0,0
"11539",0,0
"11542",0,-1
"11543",0,0
"11544",0,0
"11545",0,0
"11550",0,0
"11553",0,0
"11557",0,0
"11558",0,0
"11560",0,0
"11561",0,0
"11562",0,0
"11563",0,0
"11564",0,0
"11565",0,0
"11571",0,0
"11572",0,0
"11574",0,0
"11576",0,0
"11577",0,1
"11578",0,0
"11582",0,0
"11583",0,0
"11584",0,0
"11586",0,0
"11587",0,0
"11589",0,0
"11591",0,0
"11594",0,0
"11596",0,0
"11603",0,-1
"11607",0,0
"11610",0,0
"11613",0,0
"11614",0,0
"11615",0,0
"11616",0,0
"11621",0,0
"11622",0,0
"11623",0,0
"11624",0,1
"11625",0,0
"11627",0,0
"11634",0,0
"11642",0,1
"11647",0,-1
"11649",0,0
"11652",0,0
"11653",0,0
"11655",0,0
"11659",0,0
"11661",0,0
"11668",0,0
"11670",0,0
"11671",0,0
"11673",0,0
"11676",0,-1
"11677",0,-1
"11678",0,0
"11682",0,0
"11683",0,0
"11684",0,0
"11685",0,0
"11686",0,0
"11688",0,0
"11689",0,0
"11690",0,0
"11691",0,0
"11692",0,0
"11693",0,0
"11694",0,1
"11696",0,0
"11697",0,0
"11703",0,0
"11705",0,0
"11707",0,0
"11710",0,0
"11711",1,-1
"11714",0,0
"11715",0,0
"11716",0,0
"11717",0,-1
"11718",0,0
"11719",0,-1
"11721",0,0
"11725",0,0
"11726",0,0
"11727",0,0
"11728",0,-1
"11735",0,0
"11737",0,1
"11738",0,0
"11741",0,0
"11743",0,1
"11745",-1,1
"11751",0,0
"11752",0,0
"11754",0,0
"11755",0,0
"11756",0,0
"11757",0,0
"11760",0,0
"11762",0,0
"11763",0,0
"11764",0,0
"11766",0,0
"11767",0,0
"11768",0,0
"11770",0,0
"11771",0,0
"11774",0,0
"11777",0,-1
"11780",0,0
"11781",0,0
"11782",0,0
"11784",0,0
"11785",0,0
"11786",0,0
"11787",0,0
"11789",0,0
"11791",0,0
"11792",0,0
"11793",0,0
"11794",0,0
"11797",0,0
"11798",0,0
"11799",0,0
"11800",0,0
"11802",0,0
"11805",0,0
"11807",0,0
"11808",0,0
"11809",0,0
"11814",0,0
"11815",0,0
"11816",0,0
"11817",0,0
"11818",0,1
"11819",0,0
"11822",0,0
"11828",0,0
"11832",0,0
"11835",0,0
"11837",0,0
"11840",0,0
"11844",0,0
"11845",0,0
"11846",0,-1
"11849",0,0
"11852",0,0
"11854",0,0
"11858",0,0
"11862",0,-1
"11863",0,0
"11865",0,-1
"11866",0,1
"11870",0,0
"11874",0,0
"11875",0,0
"11877",0,0
"11884",0,0
"11885",1,0
"11886",0,0
"11887",0,-1
"11890",0,0
"11892",0,0
"11893",0,0
"11894",0,0
"11895",0,0
"11897",-1,-1
"11898",0,0
"11899",0,0
"11901",0,0
"11903",0,-1
"11911",0,0
"11912",0,0
"11913",0,0
"11914",0,-1
"11916",0,-1
"11917",0,0
"11919",0,0
"11923",0,0
"11924",0,0
"11926",0,0
"11927",0,0
"11928",0,0
"11931",0,0
"11932",0,0
"11933",0,0
"11934",0,0
"11937",0,0
"11940",0,0
"11942",0,1
"11943",0,0
"11945",0,0
"11951",0,0
"11956",0,0
"11959",0,1
"11960",0,-1
"11962",0,1
"11965",0,0
"11966",0,0
"11967",0,0
"11968",0,-1
"11969",0,-1
"11971",0,0
"11972",0,0
"11973",0,1
"11982",1,0
"11983",0,0
"11984",0,0
"11985",0,0
"11987",0,0
"11990",0,0
"11991",0,0
"11994",0,0
"11995",0,0
"11996",0,0
"11998",1,0
"12001",0,0
"12002",0,0
"12003",0,0
"12012",0,0
"12017",0,-1
"12020",0,0
"12022",0,0
"12024",0,-1
"12027",0,0
"12028",0,0
"12029",0,1
"12033",0,0
"12035",0,0
"12037",0,0
"12041",0,0
"12044",0,0
"12045",1,0
"12046",0,-1
"12047",0,0
"12048",0,0
"12049",0,0
"12052",0,0
"12053",0,0
"12058",0,0
"12059",0,1
"12060",0,0
"12061",0,0
"12062",0,0
"12065",0,0
"12067",1,0
"12068",0,0
"12070",0,0
"12072",0,0
"12073",0,0
"12077",0,0
"12081",0,0
"12084",0,0
"12085",0,-1
"12091",0,0
"12092",0,0
"12093",0,0
"12096",0,0
"12097",0,1
"12100",0,0
"12105",0,-1
"12108",0,0
"12109",0,0
"12111",0,0
"12114",0,0
"12117",0,0
"12124",0,0
"12125",0,0
"12126",-1,0
"12128",0,-1
"12129",0,1
"12130",0,0
"12133",1,0
"12137",0,1
"12138",0,0
"12142",0,0
"12143",0,-1
"12146",0,-1
"12148",0,0
"12149",0,0
"12150",0,0
"12151",0,0
"12152",0,0
"12153",0,0
"12155",0,0
"12156",0,0
"12157",0,0
"12158",0,0
"12159",0,-1
"12160",0,0
"12162",0,0
"12164",0,1
"12166",0,-1
"12170",0,0
"12171",0,0
"12177",0,0
"12179",0,-1
"12183",0,1
"12184",0,0
"12186",0,0
"12190",0,0
"12195",0,0
"12198",0,0
"12199",0,0
"12203",0,0
"12204",0,0
"12206",1,0
"12207",0,0
"12209",0,0
"12211",0,-1
"12213",0,0
"12214",0,0
"12220",0,0
"12221",0,0
"12222",0,0
"12223",0,-1
"12231",0,0
"12232",0,0
"12233",0,0
"12234",0,0
"12235",0,-1
"12236",0,0
"12240",0,0
"12241",0,0
"12245",0,1
"12247",0,0
"12249",0,0
"12250",1,0
"12251",0,0
"12253",0,0
"12254",0,0
"12256",0,0
"12263",0,0
"12265",0,0
"12266",0,0
"12268",0,0
"12272",0,0
"12273",0,0
"12274",0,-1
"12277",0,0
"12280",0,0
"12282",0,0
"12284",0,0
"12285",-1,0
"12286",0,0
"12289",0,0
"12291",0,0
"12293",0,0
"12294",0,0
"12297",0,0
"12303",0,0
"12305",0,0
"12306",0,0
"12308",0,0
"12309",-1,0
"12320",0,0
"12321",0,0
"12323",0,0
"12328",0,0
"12329",0,0
"12332",0,0
"12334",0,0
"12336",0,1
"12338",0,0
"12354",0,-1
"12357",1,0
"12371",0,0
"12373",0,1
"12375",0,1
"12377",0,0
"12385",0,-1
"12398",0,0
"12400",0,0
"12401",0,1
"12402",0,0
"12404",0,0
"12406",0,0
"12407",0,-1
"12410",0,-1
"12412",0,0
"12416",0,0
"12423",0,0
"12424",0,0
"12425",0,0
"12430",0,0
"12434",0,0
"12435",0,0
"12437",0,0
"12440",0,-1
"12448",0,0
"12451",1,0
"12452",1,0
"12453",0,0
"12454",0,0
"12457",0,0
"12460",0,0
"12463",0,-1
"12464",0,0
"12471",0,0
"12475",0,1
"12476",0,0
"12480",0,-1
"12481",0,0
"12484",0,0
"12485",0,0
"12487",0,0
"12490",0,0
"12491",0,0
"12492",0,0
"12494",0,0
"12495",0,-1
"12501",0,0
"12502",0,0
"12503",0,0
"12504",0,-1
"12505",0,-1
"12506",0,0
"12507",0,0
"12510",0,0
"12511",1,0
"12513",0,1
"12524",0,0
"12525",0,0
"12526",0,0
"12527",0,0
"12528",0,0
"12530",0,0
"12531",0,0
"12532",0,-1
"12533",0,0
"12535",0,0
"12537",0,0
"12540",0,0
"12541",0,0
"12542",0,0
"12543",0,0
"12544",0,0
"12546",0,0
"12547",0,0
"12548",0,0
"12550",0,1
"12551",0,0
"12552",0,0
"12553",0,0
"12554",0,0
"12555",0,0
"12556",0,0
"12558",0,0
"12560",0,0
"12561",0,0
"12562",0,0
"12565",0,0
"12567",0,0
"12568",0,1
"12586",0,0
"12599",0,0
"12600",0,-1
"12610",0,0
"12611",0,0
"12612",0,-1
"12614",0,0
"12615",0,0
"12617",0,0
"12618",0,0
"12619",0,0
"12621",0,0
"12626",0,0
"12628",0,0
"12629",0,0
"12630",0,0
"12631",0,0
"12632",0,0
"12634",0,0
"12636",0,-1
"12639",0,0
"12641",0,0
"12642",0,0
"12646",0,0
"12652",0,-1
"12655",0,0
"12656",0,1
"12658",0,0
"12659",0,0
"12660",0,0
"12662",0,0
"12663",0,0
"12664",0,0
"12666",0,0
"12668",0,0
"12669",0,-1
"12670",0,0
"12671",0,0
"12675",0,0
"12677",0,0
"12681",0,0
"12683",0,0
"12684",0,0
"12688",0,-1
"12690",0,0
"12692",0,0
"12697",0,0
"12699",0,0
"12702",0,0
"12705",0,0
"12708",0,0
"12709",0,0
"12711",0,0
"12717",0,0
"12724",0,0
"12725",0,0
"12727",0,-1
"12728",0,0
"12730",0,0
"12733",0,0
"12734",0,0
"12735",1,0
"12736",0,-1
"12737",0,0
"12739",0,0
"12740",0,0
"12741",0,0
"12743",0,0
"12746",0,1
"12747",0,0
"12748",0,0
"12749",0,-1
"12754",0,0
"12756",0,0
"12757",0,0
"12758",0,-1
"12760",0,0
"12761",0,0
"12763",0,0
"12764",0,0
"12768",0,0
"12771",0,0
"12772",0,0
"12782",0,-1
"12783",0,1
"12784",0,0
"12788",0,0
"12790",0,0
"12791",0,0
"12793",0,0
"12795",0,0
"12796",0,0
"12797",0,0
"12800",0,-1
"12811",0,0
"12812",0,0
"12814",0,0
"12815",0,1
"12816",0,0
"12817",0,0
"12818",0,0
"12821",0,-1
"12824",0,0
"12825",0,0
"12830",0,1
"12831",0,0
"12837",0,0
"12839",0,0
"12848",0,1
"12852",0,0
"12853",0,1
"12857",0,0
"12860",0,0
"12861",0,0
"12863",0,0
"12864",0,0
"12867",0,0
"12878",0,-1
"12884",0,0
"12886",0,-1
"12888",0,0
"12894",0,0
"12902",0,0
"12906",0,0
"12908",0,0
"12911",0,0
"12912",-1,0
"12913",0,0
"12914",0,0
"12915",0,0
"12917",0,1
"12918",0,1
"12920",0,0
"12921",0,0
"12923",0,0
"12929",0,0
"12930",0,0
"12931",0,0
"12932",0,0
"12933",0,0
"12935",0,-1
"12936",0,0
"12938",0,0
"12939",0,0
"12941",0,0
"12943",0,0
"12944",0,0
"12951",0,-1
"12954",0,0
"12955",0,0
"12957",0,0
"12959",0,0
"12960",0,0
"12961",0,-1
"12965",0,0
"12967",0,0
"12969",0,0
"12972",0,0
"12976",0,0
"12977",0,0
"12982",0,-1
"12983",0,-1
"12986",0,-1
"12991",0,0
"12994",0,1
"12999",0,-1
"13002",0,0
"13003",0,0
"13004",0,0
"13007",0,0
"13008",0,0
"13009",0,0
"13013",0,-1
"13014",0,0
"13015",0,-1
"13017",0,0
"13020",1,0
"13021",0,0
"13022",0,0
"13023",0,0
"13024",0,0
"13026",0,0
"13027",0,0
"13038",0,0
"13040",0,0
"13044",0,0
"13046",0,1
"13050",0,-1
"13052",0,-1
"13061",0,0
"13062",0,1
"13067",0,-1
"13075",0,0
"13084",0,-1
"13090",0,0
"13093",0,0
"13095",-1,0
"13097",0,0
"13102",0,-1
"13104",0,0
"13106",0,0
"13109",0,0
"13110",0,-1
"13112",1,0
"13116",0,0
"13119",0,0
"13123",0,0
"13124",0,0
"13125",0,0
"13126",0,0
"13127",0,-1
"13130",0,0
"13132",0,0
"13133",0,0
"13134",0,0
"13136",0,0
"13138",1,0
"13142",0,0
"13143",0,0
"13145",0,0
"13146",0,0
"13149",0,0
"13150",0,0
"13160",-1,0
"13163",0,0
"13168",0,0
"13169",0,1
"13171",0,0
"13174",1,-1
"13175",0,1
"13186",0,0
"13188",0,0
"13191",0,-1
"13192",0,-1
"13193",0,0
"13195",0,0
"13196",0,0
"13197",0,0
"13198",0,0
"13200",0,0
"13202",0,0
"13204",0,0
"13205",0,0
"13206",0,0
"13208",0,0
"13210",0,0
"13217",0,0
"13220",0,0
"13221",0,0
"13225",0,0
"13227",0,0
"13229",0,-1
"13239",0,0
"13240",0,0
"13241",0,0
"13246",-1,1
"13251",0,1
"13253",0,0
"13257",0,0
"13258",0,0
"13259",0,0
"13265",0,0
"13266",0,0
"13270",0,1
"13275",0,0
"13276",0,0
"13280",0,-1
"13281",0,-1
"13285",0,0
"13290",0,0
"13291",0,0
"13304",0,-1
"13311",0,0
"13322",0,0
"13369",0,0
"13374",0,-1
"13378",0,0
"13381",0,0
"13386",0,0
"13387",0,0
"13389",0,0
"13391",0,0
"13392",0,0
"13393",0,0
"13395",0,0
"13397",0,0
"13401",0,0
"13404",0,0
"13408",0,1
"13413",0,-1
"13418",0,0
"13424",0,0
"13425",0,0
"13426",0,0
"13431",0,0
"13434",-1,0
"13436",0,-1
"13438",0,0
"13441",0,0
"13443",0,-1
"13444",0,0
"13445",0,0
"13446",0,0
"13447",0,0
"13448",0,0
"13449",0,0
"13450",0,0
"13451",0,-1
"13453",0,0
"13456",0,0
"13457",0,0
"13458",0,0
"13459",0,0
"13460",0,0
"13461",0,0
"13462",0,0
"13466",0,0
"13468",0,-1
"13469",0,-1
"13471",0,0
"13472",0,0
"13473",0,0
"13474",0,0
"13475",0,0
"13476",0,0
"13477",0,0
"13478",0,0
"13479",0,0
"13480",0,0
"13481",0,0
"13482",0,0
"13485",0,0
"13486",0,0
"13487",0,0
"13490",0,0
"13491",0,0
"13492",0,0
"13494",0,0
"13496",0,0
"13497",0,0
"13499",0,0
"13501",0,0
"13505",0,0
"13507",0,0
"13509",0,0
"13512",0,0
"13514",0,0
"13515",0,0
"13517",0,0
"13519",0,0
"13520",0,1
"13521",0,0
"13523",0,0
"13526",-1,0
"13531",0,0
"13532",0,0
"13533",0,1
"13534",0,0
"13535",0,0
"13549",0,0
"13550",0,0
"13555",0,0
"13565",0,0
"13566",0,0
"13567",0,0
"13571",0,0
"13573",0,0
"13574",0,1
"13576",0,1
"13577",0,0
"13579",0,0
"13583",0,0
"13586",0,0
"13591",0,0
"13596",0,1
"13597",0,0
"13600",0,0
"13601",0,0
"13602",0,0
"13604",0,0
"13607",0,-1
"13617",0,0
"13619",0,0
"13622",0,0
"13623",0,0
"13624",0,0
"13625",-1,1
"13628",0,0
"13629",0,-1
"13630",0,0
"13633",0,0
"13634",1,-1
"13635",0,0
"13637",0,0
"13642",0,0
"13643",0,0
"13646",0,0
"13647",0,0
"13649",0,0
"13651",0,0
"13654",-1,0
"13655",0,-1
"13656",0,0
"13660",0,-1
"13661",0,0
"13662",0,0
"13663",0,0
"13664",0,0
"13665",0,0
"13667",0,0
"13669",0,0
"13671",0,0
"13673",0,0
"13675",0,0
"13676",0,0
"13677",0,0
"13678",0,0
"13679",0,0
"13680",0,0
"13681",0,0
"13682",0,-1
"13683",0,-1
"13684",0,0
"13685",0,0
"13687",0,0
"13690",0,0
"13691",0,0
"13692",0,0
"13693",0,-1
"13694",0,0
"13696",0,0
"13700",-1,0
"13704",0,0
"13705",0,0
"13707",0,0
"13708",0,0
"13709",0,0
"13712",0,0
"13713",0,0
"13718",0,0
"13719",0,-1
"13720",0,0
"13722",0,0
"13723",0,0
"13725",0,0
"13726",1,-1
"13727",0,-1
"13729",0,0
"13732",0,0
"13733",0,0
"13734",0,-1
"13735",0,0
"13736",0,0
"13739",0,0
"13741",0,0
"13743",0,0
"13744",0,0
"13745",0,0
"13748",0,0
"13749",0,0
"13755",0,0
"13756",0,0
"13760",0,0
"13761",0,0
"13762",0,0
"13763",0,0
"13767",0,0
"13768",0,0
"13769",-1,1
"13771",0,0
"13773",0,0
"13777",0,0
"13778",0,0
"13779",0,0
"13783",0,-1
"13791",0,-1
"13799",0,0
"13800",0,0
"13801",0,0
"13802",0,-1
"13803",0,0
"13804",0,0
"13806",0,0
"13807",0,0
"13810",0,0
"13811",0,0
"13812",0,-1
"13813",0,0
"13814",0,0
"13815",0,0
"13817",0,0
"13819",0,0
"13821",0,0
"13822",0,0
"13824",0,0
"13832",0,0
"13836",0,0
"13840",0,-1
"13844",0,0
"13846",0,0
"13847",0,0
"13849",0,0
"13852",0,0
"13856",0,0
"13857",0,0
"13860",0,0
"13861",0,0
"13863",0,0
"13864",0,0
"13865",0,0
"13869",0,0
"13870",0,0
"13871",0,0
"13873",0,0
"13875",0,0
"13883",0,0
"13885",0,0
"13886",0,0
"13889",0,0
"13891",0,0
"13897",0,0
"13904",0,0
"13907",0,0
"13910",0,0
"13913",0,0
"13914",0,1
"13916",0,0
"13917",0,0
"13918",0,0
"13922",0,0
"13928",0,0
"13929",0,0
"13930",0,0
"13932",0,0
"13936",0,1
"13937",0,0
"13939",0,0
"13940",0,0
"13945",0,0
"13947",0,0
"13949",0,-1
"13950",0,0
"13951",0,0
"13953",0,-1
"13961",0,0
"13962",0,0
"13965",0,0
"13970",0,0
"13971",0,0
"13973",0,0
"13983",0,0
"13991",0,0
"13992",0,0
"13993",0,0
"13997",0,0
"13998",0,-1
"14001",0,0
"14002",0,0
"14005",0,0
"14011",0,0
"14012",0,0
"14014",0,0
"14016",0,0
"14017",0,0
"14019",0,0
"14022",0,0
"14023",0,0
"14024",-1,1
"14026",-1,0
"14030",0,1
"14031",0,0
"14034",0,0
"14036",0,0
"14037",0,0
"14039",0,-1
"14042",0,-1
"14043",0,0
"14048",0,0
"14051",0,0
"14055",0,0
"14056",0,0
"14057",0,0
"14058",0,0
"14059",0,0
"14060",0,0
"14062",0,0
"14065",0,1
"14066",0,0
"14068",0,0
"14072",0,0
"14077",0,0
"14078",0,0
"14079",0,0
"14080",0,0
"14081",0,0
"14083",0,-1
"14084",0,0
"14086",0,0
"14087",0,0
"14092",0,-1
"14094",0,-1
"14097",0,0
"14099",0,0
"14101",0,0
"14102",0,0
"14105",0,0
"14108",0,0
"14109",0,0
"14115",0,0
"14116",0,1
"14118",0,0
"14121",0,0
"14122",0,0
"14129",0,0
"14130",0,0
"14131",0,0
"14138",0,-1
"14139",0,1
"14142",0,0
"14146",0,0
"14147",0,0
"14148",0,0
"14151",0,0
"14152",0,-1
"14153",0,0
"14154",0,0
"14159",0,0
"14162",0,-1
"14165",0,0
"14166",0,0
"14168",0,0
"14169",0,0
"14171",0,-1
"14172",0,-1
"14175",0,0
"14176",0,0
"14177",1,0
"14179",0,0
"14181",0,0
"14182",0,0
"14183",0,0
"14185",0,1
"14186",0,0
"14188",0,0
"14189",0,0
"14192",0,-1
"14193",0,0
"14194",0,0
"14195",0,0
"14198",0,-1
"14199",0,-1
"14201",0,0
"14203",0,0
"14205",0,0
"14207",0,-1
"14208",0,-1
"14212",0,0
"14213",0,0
"14214",0,0
"14215",0,1
"14217",0,0
"14224",0,-1
"14225",0,0
"14231",0,0
"14233",0,0
"14235",0,0
"14236",0,0
"14237",-1,1
"14240",0,0
"14241",0,0
"14243",0,0
"14245",0,0
"14249",0,0
"14252",0,0
"14253",0,0
"14255",0,0
"14256",0,0
"14258",0,0
"14259",0,0
"14265",0,0
"14266",0,0
"14270",0,0
"14272",0,0
"14273",0,-1
"14275",0,0
"14276",0,0
"14278",0,0
"14288",0,0
"14291",0,0
"14293",0,0
"14299",0,0
"14302",1,-1
"14306",0,0
"14307",0,0
"14311",0,0
"14312",0,0
"14313",0,0
"14314",0,0
"14315",0,-1
"14328",0,1
"14330",0,0
"14331",0,0
"14332",0,0
"14338",0,0
"14339",0,0
"14340",0,0
"14341",0,1
"14344",0,0
"14346",0,-1
"14347",0,-1
"14349",0,0
"14350",0,0
"14351",0,0
"14353",0,-1
"14354",0,0
"14355",0,0
"14356",0,0
"14357",0,0
"14362",0,0
"14363",0,0
"14364",0,0
"14366",0,0
"14367",0,0
"14370",0,0
"14373",0,0
"14374",-1,1
"14378",0,0
"14382",0,0
"14383",0,0
"14384",0,0
"14385",0,0
"14386",0,0
"14387",0,1
"14388",0,0
"14389",0,0
"14390",0,0
"14391",0,0
"14392",0,0
"14398",0,0
"14400",0,-1
"14409",0,1
"14410",0,0
"14413",0,0
"14420",0,0
"14423",1,0
"14424",0,0
"14425",0,0
"14426",0,0
"14429",0,-1
"14431",0,0
"14432",0,0
"14433",0,0
"14436",0,0
"14439",0,0
"14446",0,0
"14447",0,0
"14449",0,0
"14451",0,0
"14452",0,0
"14453",0,0
"14455",0,0
"14459",0,1
"14462",0,0
"14463",-1,0
"14464",0,0
"14465",0,0
"14466",0,0
"14467",0,0
"14468",0,0
"14469",0,0
"14474",0,0
"14478",0,0
"14480",0,0
"14483",0,0
"14484",0,0
"14485",0,0
"14487",0,0
"14491",0,0
"14492",0,0
"14494",0,0
"14495",0,0
"14497",0,0
"14498",0,1
"14499",0,0
"14501",0,0
"14502",0,1
"14503",0,0
"14507",0,0
"14508",0,0
"14509",0,0
"14510",0,0
"14511",0,0
"14512",0,0
"14513",0,0
"14515",0,0
"14517",0,0
"14518",0,0
"14519",0,0
"14520",0,0
"14522",0,0
"14523",0,0
"14524",0,0
"14526",0,0
"14529",0,0
"14530",0,0
"14531",0,0
"14532",0,0
"14534",0,0
"14536",0,0
"14537",0,0
"14538",0,0
"14539",0,0
"14540",0,0
